ANMOIS;CIE;CIE_NOM;;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ
202410;QTR;QATAR AIRWAYS;;QATAR;81761;7354,9;155310
202410;RAM;ROYAL AIR MAROC;;MAROC;149213;285,4;152067
202410;REU;AIR AUSTRAL;;FRANCE (OM);110217;1276,4;122981
202410;RJA;ROYAL JORDANIAN;;JORDANIE;14561;132;15881
202410;ROT;TAROM;;ROUMANIE;15118;16;15278
202410;RUK;RYANAIR UK;;ROYAUME-UNI;15092;0,6;15098
202410;RYR;RYANAIR;;IRLANDE;1486058;19,5;1486253
202410;SAS;SAS;;SUEDE;80730;46,7;81197
202410;SEH;SKY EXPRESS;;GRECE;31604;16,7;31771
202410;SIA;SINGAPORE AIRLINES;;SINGAPOUR;26705;1626,6;42971
202410;SRR;STAR AIR DANEMARK;;DANEMARK;0;5224,3;52243
202410;SVA;SAUDIA;;ARABIE SAOUDITE;35573;1189,8;47471
202410;SWR;SWISS;;SUISSE;67350;182,1;69171
202410;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;116;2488;24996
202410;SXS;SUNEXPRESS;;TURQUIE;51252;0;51252
202410;SZN;AIR SENEGAL;;SENEGAL;12719;226,7;14986
202410;TAM;TAM/BRASIL;;BRESIL;18085;552,8;23613
202410;TAP;TAP AIR PORTUGAL;;PORTUGAL;134086;52,7;134613
202410;TAR;TUNISAIR;;TUNISIE;121492;319,2;124684
202410;THA;THAI AIRWAYS INTL;;THAILANDE;17194;939,9;26593
202410;THT;AIR TAHITI NUI;;FRANCE (OM);31680;617,6;37856
202410;THY;TURKISH AIRLINES;;TURQUIE;166425;3454,3;200968
202410;TKJ;AJET;;TURQUIE;33556;19,7;33753
202410;TPC;AIR CALEDONIE;;FRANCE (OM);24760;111,6;25876
202410;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;15113;0;15113
202410;TSC;AIR TRANSAT;;CANADA;76000;21,8;76218
202410;TVF;TRANSAVIA FRANCE;;FRANCE;1233224;1,2;1233236
202410;TWB;T'WAY AIR CO., LTD;;COREE DU SUD;8545;301,1;11556
202410;UAE;EMIRATES;;EMIRATS ARABES UNIS;124966;4207,6;167042
202410;UAL;UNITED AIRLINES;;ETATS-UNIS;91191;2994;121131
202410;UPS;UPS AIRLINES;;ETATS-UNIS;0;2674,6;26746
202410;VLG;VUELING AIRLINES;;ESPAGNE;598027;6,3;598090
202410;VOE;VOLOTEA;;ESPAGNE;735229;6,8;735297
202410;VTA;AIR TAHITI;;FRANCE (OM);92058;194,9;94007
202410;VTI;VISTARA;;INDE;20821;1057;31391
202410;WJA;WESTJET;;CANADA;15494;216,6;17660
202410;WMT;WIZZ AIR MALTA;;MALTE;155126;0,1;155127
202410;WZZ;WIZZ AIR;;HONGRIE;159246;0;159246
202410;ZZE; AUTRES CIE (E);;_ZZ_E;204472;5288,4;257356
202410;ZZF; AUTRES CIE (F);;_ZZ_F;52380;740,5;59785
202411;AAL;AMERICAN AIRLINES;;ETATS-UNIS;40683;1356,3;54246
202411;AAR;ASIANA AIRLINES;;COREE DU SUD;13835;541,7;19252
202411;ACA;AIR CANADA;;CANADA;50191;1693,8;67129
202411;ACI;AIRCALIN;;FRANCE (OM);20906;237,1;23277
202411;AEA;AIR EUROPA;;ESPAGNE;29429;14,1;29570
202411;AEE;AEGEAN AIRLINES;;GRECE;32213;86,5;33078
202411;AFR;AIR FRANCE;;FRANCE;3223361;47102,6;3694387
202411;AIC;AIR INDIA;;INDE;20314;846,5;28779
202411;AMX;AEROMEXICO;;MEXIQUE;14623;593,2;20555
202411;ANA;ANA ALL NIPPON AIRWAYS;;JAPON;10458;693,6;17394
202411;ANE;AIR NOSTRUM;;ESPAGNE;55673;0,3;55676
202411;ASL;AIR SERBIA;;SERBIE;19221;21,1;19432
202411;AUA;AUSTRIAN AIRLINES;;AUTRICHE;55933;43,7;56370
202411;AVA;AVIANCA COLOMBIE;;COLOMBIE;12771;366,1;16432
202411;AZU;AZUL;;BRESIL;13385;261;15995
202411;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;164919;134,6;166265
202411;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;142;12463,4;124776
202411;BEL;BRUSSELS AIRLINES;;BELGIQUE;62052;5,3;62105
202411;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;2790,5;27905
202411;BTI;AIR BALTIC;;LETTONIE;20045;77,3;20818
202411;CCA;AIR CHINA INTL;;CHINE;26959;4810,9;75068
202411;CCM;AIR CORSICA;;FRANCE;151823;118,9;153012
202411;CES;CHINA EASTERN AIRLINES;;CHINE;29613;2153,9;51152
202411;CHH;HAINAN AIRLINES;;CHINE;9895;483,4;14729
202411;CMA;CMA CGM AIR CARGO;;FRANCE;0;6142,5;61425
202411;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);15576;1724,9;32825
202411;CRL;CORSAIR;;FRANCE;108249;2363,5;131884
202411;CSN;CHINA SOUTHERN AIRLINES;;CHINE;16010;769,7;23707
202411;DAH;AIR ALGERIE;;ALGERIE;221504;1263,3;234137
202411;DAL;DELTA AIR LINES;;ETATS-UNIS;145015;3896,4;183979
202411;DLA;AIR DOLOMITI;;ITALIE;13935;0;13935
202411;DLH;LUFTHANSA;;ALLEMAGNE;240365;584,1;246206
202411;EIN;AER LINGUS;;IRLANDE;54288;61,2;54900
202411;EJU;EASYJET EUROPE;;AUTRICHE;1063636;0;1063636
202411;ELY;EL AL;;ISRAEL;40487;750;47987
202411;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;26118;516,4;31282
202411;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;21975;670,7;28682
202411;EVA;EVA AIR;;TAIWAN;17658;766,3;25321
202411;EWG;EUROWINGS;;ALLEMAGNE;14132;0;14132
202411;EZS;EASYJET SWITZERLAND;;SUISSE;283849;0;283849
202411;EZY;EASYJET UK;;ROYAUME-UNI;277131;0;277131
202411;FBU;FRENCH BEE;;FRANCE;67979;1200,6;79985
202411;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;48442,2;484422
202411;FIN;FINNAIR;;FINLANDE;20518;73,6;21254
202411;FPO;ASL AIRLINES FRANCE;;FRANCE;28830;1091,4;39744
202411;FWI;AIR CARAIBES;;FRANCE (OM);109727;1159,9;121326
202411;GPX;GP AVIATION LTD.;;BULGARIE;14605;0;14605
202411;GSW;CHAIR AIRLINES;;SUISSE;12178;0;12178
202411;HLF;CHINA CENTRAL AIRLINES;;CHINE;0;1850,6;18506
202411;HVN;VIETNAM AIRLINES;;VIETNAM;25336;1303,5;38371
202411;IBE;IBERIA;;ESPAGNE;120005;126,7;121272
202411;ICE;ICELANDAIR;;ISLANDE;10379;96,2;11341
202411;ITY;ITALIA TRASPORTO AEREO;;ITALIE;80524;31,8;80842
202411;JAF;TUIFLY BELGIUM;;BELGIQUE;25351;0,1;25352
202411;JAL;JAPAN AIRLINES;;JAPON;12498;939,8;21896
202411;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;14605;0;14605
202411;KAL;KOREAN AIR;;COREE DU SUD;12457;1520,2;27659
202411;KLC;KLM/CITYHOPPER;;PAYS-BAS;39677;0,2;39679
202411;KLM;KLM;;PAYS-BAS;117277;23,8;117515
202411;KMM;KM MALTA AIRLINES;;MALTE;16764;26;17024
202411;KQA;KENYA AIRWAYS;;KENYA;12121;653;18651
202411;LBT;NOUVELAIR;;TUNISIE;71653;33;71983
202411;LGL;LUXAIR;;LUXEMBOURG;12031;0;12031
202411;LOT;LOT POLISH AIRLINES;;POLOGNE;27016;24,8;27264
202411;MAC;AIR ARABIA MAROC;;MAROC;55236;7;55306
202411;MAU;AIR MAURITIUS;;MAURICE;40963;987,1;50834
202411;MEA;MIDDLE EAST AIRLINES;;LIBAN;13154;500,7;18161
202411;MSR;EGYPT AIR;;EGYPTE;16973;673,4;23707
202411;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;11931;1,7;11948
202411;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;16755;0;16755
202411;OMA;OMAN AIR;;OMAN;7425;492,3;12348
202411;PGT;PEGASUS;;TURQUIE;79731;46,3;80194
202411;QTR;QATAR AIRWAYS;;QATAR;78676;7080,3;149479
202411;RAM;ROYAL AIR MAROC;;MAROC;119237;361,7;122854
202411;REU;AIR AUSTRAL;;FRANCE (OM);91709;1258,4;104293
202411;RJA;ROYAL JORDANIAN;;JORDANIE;11903;92,2;12825
202411;ROT;TAROM;;ROUMANIE;13653;18,3;13836
202411;RYR;RYANAIR;;IRLANDE;881531;14,5;881676
202411;SAS;SAS;;SUEDE;52302;49;52792
202411;SEH;SKY EXPRESS;;GRECE;13273;13;13403
202411;SIA;SINGAPORE AIRLINES;;SINGAPOUR;23529;1574,7;39276
202411;SRR;STAR AIR DANEMARK;;DANEMARK;0;4734,7;47347
202411;SVA;SAUDIA;;ARABIE SAOUDITE;35873;1279;48663
202411;SWR;SWISS;;SUISSE;53073;192,5;54998
202411;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;0;1894,1;18941
202411;SXS;SUNEXPRESS;;TURQUIE;20666;0,2;20668
202411;SZN;AIR SENEGAL;;SENEGAL;11817;357,5;15392
202411;TAM;TAM/BRASIL;;BRESIL;15154;460,7;19761
202411;TAP;TAP AIR PORTUGAL;;PORTUGAL;108224;64,4;108868
202411;TAR;TUNISAIR;;TUNISIE;84921;257;87491
202411;THA;THAI AIRWAYS INTL;;THAILANDE;18872;896,7;27839
202411;THT;AIR TAHITI NUI;;FRANCE (OM);31359;645,8;37817
202411;THY;TURKISH AIRLINES;;TURQUIE;142790;3292;175710
202411;TKJ;AJET;;TURQUIE;29625;17,1;29796
202411;TPC;AIR CALEDONIE;;FRANCE (OM);21552;102,6;22578
202411;TSC;AIR TRANSAT;;CANADA;31335;6,3;31398
202411;TVF;TRANSAVIA FRANCE;;FRANCE;822762;1,1;822773
202411;TVS;TRAVEL SERVICE / SMARTWINGS;;TCHEQUIE;9991;12,7;10118
202411;TWB;T'WAY AIR CO., LTD;;COREE DU SUD;8201;424;12441
202411;UAE;EMIRATES;;EMIRATS ARABES UNIS;115794;4088,3;156677
202411;UAL;UNITED AIRLINES;;ETATS-UNIS;63870;2500,4;88874
202411;UPS;UPS AIRLINES;;ETATS-UNIS;0;2407,5;24075
202411;VLG;VUELING AIRLINES;;ESPAGNE;409066;1,2;409078
202411;VOE;VOLOTEA;;ESPAGNE;395075;0,2;395077
202411;VTA;AIR TAHITI;;FRANCE (OM);84039;194,7;85986
202411;WJA;WESTJET;;CANADA;16580;381,9;20399
202411;WMT;WIZZ AIR MALTA;;MALTE;126470;0;126470
202411;WZZ;WIZZ AIR;;HONGRIE;133618;0;133618
202411;ZZE; AUTRES CIE (E);;_ZZ_E;234292;6209,6;296388
202411;ZZF; AUTRES CIE (F);;_ZZ_F;51344;802,7;59371
202412;AAL;AMERICAN AIRLINES;;ETATS-UNIS;47474;1399,8;61472
202412;AAR;ASIANA AIRLINES;;COREE DU SUD;13679;546,8;19147
202412;ACA;AIR CANADA;;CANADA;63641;1506,1;78702
202412;ACI;AIRCALIN;;FRANCE (OM);27184;283,2;30016
202412;AEA;AIR EUROPA;;ESPAGNE;29408;11,8;29526
202412;AEE;AEGEAN AIRLINES;;GRECE;28820;85;29670
202412;AFR;AIR FRANCE;;FRANCE;3525042;49146;4016502
202412;AIC;AIR INDIA;;INDE;25065;1077,8;35843
202412;AMX;AEROMEXICO;;MEXIQUE;18236;716;25396
202412;ANA;ANA ALL NIPPON AIRWAYS;;JAPON;10351;556,5;15916
202412;ANE;AIR NOSTRUM;;ESPAGNE;59854;0,1;59855
202412;ASL;AIR SERBIA;;SERBIE;19356;20,8;19564
202412;AUA;AUSTRIAN AIRLINES;;AUTRICHE;56663;51,7;57180
202412;AVA;AVIANCA COLOMBIE;;COLOMBIE;14015;400,9;18024
202412;AZU;AZUL;;BRESIL;14817;256,8;17385
202412;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;184550;124;185790
202412;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;0;11471,8;114718
202412;BEL;BRUSSELS AIRLINES;;BELGIQUE;63823;6,3;63886
202412;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;2201,1;22011
202412;BTI;AIR BALTIC;;LETTONIE;22586;114;23726
202412;CCA;AIR CHINA INTL;;CHINE;26036;3820,5;64241
202412;CCM;AIR CORSICA;;FRANCE;161571;120,2;162773
202412;CES;CHINA EASTERN AIRLINES;;CHINE;29380;2278;52160
202412;CHH;HAINAN AIRLINES;;CHINE;9826;455,7;14383
202412;CMA;CMA CGM AIR CARGO;;FRANCE;0;6718,6;67186
202412;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);14705;1939,3;34098
202412;CRL;CORSAIR;;FRANCE;133936;2700,1;160937
202412;CSN;CHINA SOUTHERN AIRLINES;;CHINE;12700;643,1;19131
202412;DAH;AIR ALGERIE;;ALGERIE;255858;1209;267948
202412;DAL;DELTA AIR LINES;;ETATS-UNIS;165164;3664,6;201810
202412;DLA;AIR DOLOMITI;;ITALIE;12512;0;12512
202412;DLH;LUFTHANSA;;ALLEMAGNE;205258;523,3;210491
202412;DTH;TASSILI AIRLINES;;ALGERIE;13344;0;13344
202412;EFW;BA EUROFLYER;;ROYAUME-UNI;10309;0;10309
202412;EIN;AER LINGUS;;IRLANDE;51865;84,6;52711
202412;EJU;EASYJET EUROPE;;AUTRICHE;1244373;0;1244373
202412;ELY;EL AL;;ISRAEL;44040;732,9;51369
202412;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;27401;660,7;34008
202412;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;25825;731,6;33141
202412;EVA;EVA AIR;;TAIWAN;17350;847,1;25821
202412;EWG;EUROWINGS;;ALLEMAGNE;13383;0;13383
202412;EXS;JET2.COM;;ROYAUME-UNI;17927;1,3;17940
202412;EZS;EASYJET SWITZERLAND;;SUISSE;342516;0;342516
202412;EZY;EASYJET UK;;ROYAUME-UNI;397783;0;397783
202412;FBU;FRENCH BEE;;FRANCE;81055;1674,8;97803
202412;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;46561,8;465618
202412;FIN;FINNAIR;;FINLANDE;25577;87,6;26453
202412;FPO;ASL AIRLINES FRANCE;;FRANCE;36204;1106,7;47271
202412;FWI;AIR CARAIBES;;FRANCE (OM);154418;1452,5;168943
202412;GPX;GP AVIATION LTD.;;BULGARIE;17799;0;17799
202412;GSW;CHAIR AIRLINES;;SUISSE;13376;0;13376
202412;HLF;CHINA CENTRAL AIRLINES;;CHINE;0;4832,2;48322
202412;HVN;VIETNAM AIRLINES;;VIETNAM;25581;1364,5;39226
202412;IBE;IBERIA;;ESPAGNE;123332;154,5;124877
202412;ICE;ICELANDAIR;;ISLANDE;12127;55,7;12684
202412;ITY;ITALIA TRASPORTO AEREO;;ITALIE;82080;66,2;82742
202412;JAF;TUIFLY BELGIUM;;BELGIQUE;29139;0;29139
202412;JAL;JAPAN AIRLINES;;JAPON;11678;996,1;21639
202412;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;15187;1,5;15202
202412;KAL;KOREAN AIR;;COREE DU SUD;12483;1527,3;27756
202412;KLC;KLM/CITYHOPPER;;PAYS-BAS;28076;0,3;28079
202412;KLM;KLM;;PAYS-BAS;129629;26,9;129898
202412;KMM;KM MALTA AIRLINES;;MALTE;17241;21,9;17460
202412;KQA;KENYA AIRWAYS;;KENYA;11603;604,2;17645
202412;LBT;NOUVELAIR;;TUNISIE;83656;22,8;83884
202412;LGL;LUXAIR;;LUXEMBOURG;13959;0;13959
202412;LOT;LOT POLISH AIRLINES;;POLOGNE;25843;30,5;26148
202412;MAC;AIR ARABIA MAROC;;MAROC;51552;5,8;51610
202412;MAU;AIR MAURITIUS;;MAURICE;50922;1145,3;62375
202412;MEA;MIDDLE EAST AIRLINES;;LIBAN;23376;437,4;27750
202412;MNB;MNG AIRLINES;;TURQUIE;0;1089,6;10896
202412;MSR;EGYPT AIR;;EGYPTE;18703;805,7;26760
202412;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;12722;0,9;12731
202412;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;17163;0;17163
202412;OMA;OMAN AIR;;OMAN;9757;525,2;15009
202412;PGT;PEGASUS;;TURQUIE;88820;50,3;89323
202412;QTR;QATAR AIRWAYS;;QATAR;90500;6639;156890
202412;RAM;ROYAL AIR MAROC;;MAROC;133391;249,2;135883
202412;REU;AIR AUSTRAL;;FRANCE (OM);111506;1736,2;128868
202412;RJA;ROYAL JORDANIAN;;JORDANIE;11223;57,7;11800
202412;ROT;TAROM;;ROUMANIE;14668;28,7;14955
202412;ROU;AIR CANADA ROUGE;;CANADA;12461;6,9;12530
202412;RYR;RYANAIR;;IRLANDE;996490;15,5;996645
202412;SAS;SAS;;SUEDE;53185;69,2;53877
202412;SEH;SKY EXPRESS;;GRECE;10133;13,9;10272
202412;SIA;SINGAPORE AIRLINES;;SINGAPOUR;20136;1222,6;32362
202412;SRR;STAR AIR DANEMARK;;DANEMARK;0;4788,1;47881
202412;SVA;SAUDIA;;ARABIE SAOUDITE;38019;1099;49009
202412;SWR;SWISS;;SUISSE;52365;212,7;54492
202412;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;74;1880;18874
202412;SXS;SUNEXPRESS;;TURQUIE;19334;0;19334
202412;SZN;AIR SENEGAL;;SENEGAL;13739;415,1;17890
202412;TAM;TAM/BRASIL;;BRESIL;16350;491,1;21261
202412;TAP;TAP AIR PORTUGAL;;PORTUGAL;102892;59,2;103484
202412;TAR;TUNISAIR;;TUNISIE;85910;175,7;87667
202412;THA;THAI AIRWAYS INTL;;THAILANDE;19475;937,1;28846
202412;THT;AIR TAHITI NUI;;FRANCE (OM);30768;734,7;38115
202412;THY;TURKISH AIRLINES;;TURQUIE;149494;2958,2;179076
202412;TKJ;AJET;;TURQUIE;29106;9,4;29200
202412;TOM;TUI AIRWAYS;;ROYAUME-UNI;13759;6,1;13820
202412;TPC;AIR CALEDONIE;;FRANCE (OM);19604;82,7;20431
202412;TSC;AIR TRANSAT;;CANADA;48471;6,7;48538
202412;TVF;TRANSAVIA FRANCE;;FRANCE;931864;0;931864
202412;TVS;TRAVEL SERVICE / SMARTWINGS;;TCHEQUIE;11244;7,1;11315
202412;TWB;T'WAY AIR CO., LTD;;COREE DU SUD;8508;562,1;14129
202412;UAE;EMIRATES;;EMIRATS ARABES UNIS;120150;3591,4;156064
202412;UAL;UNITED AIRLINES;;ETATS-UNIS;69892;2291,4;92806
202412;UPS;UPS AIRLINES;;ETATS-UNIS;0;2519,1;25191
202412;VLG;VUELING AIRLINES;;ESPAGNE;425061;1,1;425072
202412;VOE;VOLOTEA;;ESPAGNE;475501;0,3;475504
202412;VTA;AIR TAHITI;;FRANCE (OM);73682;288;76562
202412;WIA;WINAIR (ANTILLES);;PAYS-BAS (ANTILLES);12001;0;12001
202412;WJA;WESTJET;;CANADA;18995;503,7;24032
202412;WMT;WIZZ AIR MALTA;;MALTE;147367;0;147367
202412;WZZ;WIZZ AIR;;HONGRIE;141890;0;141890
202412;ZZE; AUTRES CIE (E);;_ZZ_E;219691;5319,5;272886
202412;ZZF; AUTRES CIE (F);;_ZZ_F;49058;820,4;57262
